collision_id,crash_date,crash_time,contributing_factor_vehicle_1,contributing_factor_vehicle_2,number_of_persons_injured,number_of_persons_killed,vehicle_type_code1
4455765,2021-09-11T00:00:00.000,2:39,Aggressive Driving/Road Rage,Unspecified,2,0,Sedan
4513547,2022-03-26T00:00:00.000,11:45,Pavement Slippery,Unspecified,1,0,Sedan
4541903,2022-06-29T00:00:00.000,6:55,Following Too Closely,Unspecified,0,0,Sedan
4456314,2021-09-11T00:00:00.000,9:35,Unspecified,Unspecified,0,0,Sedan
4486609,2021-12-14T00:00:00.000,8:13,Unspecified,Unspecified,0,0,Unspecified
4407458,2021-04-14T00:00:00.000,12:47,Unspecified,Unspecified,0,0,Dump
4486555,2021-12-14T00:00:00.000,17:05,Passing Too Closely,Unspecified,0,0,Sedan
4486660,2021-12-14T00:00:00.000,8:17,Unspecified,Unspecified,2,0,Sedan
4487074,2021-12-14T00:00:00.000,21:10,Driver Inexperience,Unspecified,0,0,Sedan
4486519,2021-12-14T00:00:00.000,14:58,Passing Too Closely,Unspecified,0,0,Sedan
4486934,2021-12-13T00:00:00.000,0:34,Passing or Lane Usage Improper,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4487127,2021-12-14T00:00:00.000,16:50,Turning Improperly,Unspecified,0,0,Sedan
4486634,2021-12-14T00:00:00.000,8:30,Unsafe Lane Changing,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4486564,2021-12-14T00:00:00.000,0:59,Unsafe Speed,Unspecified,0,0,Sedan
4486635,2021-12-14T00:00:00.000,23:10,Reaction to Uninvolved Vehicle,Unspecified,2,0,Sedan
4486604,2021-12-14T00:00:00.000,17:58,Passing Too Closely,Unspecified,0,0,Tanker
4486991,2021-12-14T00:00:00.000,20:03,Steering Failure,Unspecified,4,0,Sedan
4486284,2021-12-14T00:00:00.000,1:28,Traffic Control Disregarded,Unspecified,3,0,Station Wagon/Sport Utility Vehicle
4487040,2021-12-11T00:00:00.000,19:43,Unspecified,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4486537,2021-12-14T00:00:00.000,14:30,Following Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4486905,2021-12-11T00:00:00.000,4:45,Following Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4487122,2021-12-14T00:00:00.000,5:46,Other Vehicular,Other Vehicular,1,0,Station Wagon/Sport Utility Vehicle
4486967,2021-12-13T00:00:00.000,6:30,Unspecified,Unspecified,0,0,Sedan
4486304,2021-12-14T00:00:00.000,3:43,Unspecified,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4487001,2021-12-13T00:00:00.000,17:40,Unspecified,Unspecified,1,0,Sedan
4486516,2021-12-14T00:00:00.000,17:31,Unspecified,Unspecified,1,0,Sedan
4486605,2021-12-14T00:00:00.000,20:13,Passing Too Closely,Unspecified,0,0,Sedan
4487052,2021-12-14T00:00:00.000,12:54,Unspecified,Unspecified,1,0,Sedan
4486556,2021-12-14T00:00:00.000,17:15,Passing or Lane Usage Improper,Unspecified,1,0,Bus
4486875,2021-12-14T00:00:00.000,22:49,Driver Inattention/Distraction,Unspecified,0,0,Taxi
4486933,2021-12-12T00:00:00.000,9:00,Passing Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4486581,2021-12-14T00:00:00.000,16:25,Driver Inattention/Distraction,Driver Inattention/Distraction,1,0,Van
4407520,2021-04-14T00:00:00.000,14:30,Driver Inattention/Distraction,Unspecified,0,0,Bus
4486960,2021-12-16T00:00:00.000,6:59,Traffic Control Disregarded,Unspecified,1,0,Unspecified
4542336,2022-06-29T00:00:00.000,16:00,Driver Inattention/Distraction,Unspecified,1,0,Motorscooter
4407665,2021-04-15T00:00:00.000,16:15,Pavement Slippery,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456591,2021-07-07T00:00:00.000,11:42,Unsafe Lane Changing,Unspecified,1,0,Sedan
4545699,2022-07-12T00:00:00.000,17:50,Oversized Vehicle,Unspecified,0,0,Sedan
4512922,2022-03-23T00:00:00.000,10:00,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,0,0,Bike
4456659,2021-07-09T00:00:00.000,0:43,Unspecified,Unspecified,0,1,Bus
4521660,2022-04-24T00:00:00.000,16:45,Driver Inattention/Distraction,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4521759,2022-04-24T00:00:00.000,4:49,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4522226,2022-04-22T00:00:00.000,17:17,Traffic Control Disregarded,Unspecified,1,0,E-Bike
4522015,2022-04-24T00:00:00.000,1:30,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4521460,2022-04-24T00:00:00.000,6:00,Unsafe Lane Changing,Unspecified,0,0,Sedan
4522156,2022-04-24T00:00:00.000,21:40,Alcohol Involvement,Unspecified,0,0,Taxi
4521633,2022-04-24T00:00:00.000,17:45,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4522124,2022-04-15T00:00:00.000,6:11,Driver Inattention/Distraction,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4521937,2022-04-24T00:00:00.000,9:51,Unspecified,Unspecified,0,0,Sedan
4521801,2022-04-24T00:00:00.000,0:00,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4522285,2022-03-08T00:00:00.000,20:00,Unspecified,Unspecified,0,0,Sedan
4521853,2022-04-24T00:00:00.000,15:35,View Obstructed/Limited,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4522228,2022-04-22T00:00:00.000,12:00,Unspecified,Unspecified,1,0,Sedan
4521702,2022-04-24T00:00:00.000,13:10,Turning Improperly,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4522167,2022-04-24T00:00:00.000,4:20,Traffic Control Disregarded,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4522196,2022-04-20T00:00:00.000,19:37,Driver Inexperience,Unspecified,0,0,Sedan
4521758,2022-04-24T00:00:00.000,16:14,Unspecified,Unspecified,0,0,Sedan
4522136,2022-04-12T00:00:00.000,19:56,Failure to Yield Right-of-Way,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4521469,2022-04-24T00:00:00.000,0:30,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4521859,2022-04-24T00:00:00.000,20:13,Aggressive Driving/Road Rage,Unspecified,0,0,Sedan
4521590,2022-04-24T00:00:00.000,15:21,Driver Inattention/Distraction,Driver Inattention/Distraction,1,0,Sedan
4521902,2022-04-24T00:00:00.000,10:27,Traffic Control Disregarded,Traffic Control Disregarded,1,0,Sedan
4521684,2022-04-24T00:00:00.000,21:00,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4521858,2022-04-24T00:00:00.000,21:40,Reaction to Uninvolved Vehicle,Unspecified,0,0,Ambulance
4522242,2022-04-07T00:00:00.000,14:14,Driver Inattention/Distraction,Passing or Lane Usage Improper,0,0,Sedan
4456672,2021-06-29T00:00:00.000,17:35,Passing or Lane Usage Improper,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4485150,2021-12-09T00:00:00.000,20:20,Driver Inattention/Distraction,Unspecified,1,0,Bike
4485116,2021-12-09T00:00:00.000,14:50,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4485026,2021-12-09T00:00:00.000,2:45,Alcohol Involvement,Unspecified,1,0,Sedan
4485528,2021-12-06T00:00:00.000,22:16,Unsafe Speed,Unspecified,0,0,Sedan
4485333,2021-12-04T00:00:00.000,12:00,Driver Inattention/Distraction,Driver Inattention/Distraction,0,0,Sedan
4485234,2021-12-08T00:00:00.000,16:20,Failure to Yield Right-of-Way,Unspecified,0,0,Taxi
4485355,2021-12-09T00:00:00.000,23:15,Driver Inattention/Distraction,Driver Inattention/Distraction,1,0,Sedan
4485581,2021-12-01T00:00:00.000,14:34,Unsafe Speed,Unspecified,0,0,Sedan
4485866,2021-12-10T00:00:00.000,7:00,Passing or Lane Usage Improper,Unspecified,0,0,Sedan
4485192,2021-12-07T00:00:00.000,9:20,Steering Failure,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4485214,2021-12-09T00:00:00.000,8:00,Following Too Closely,Unspecified,0,0,Sedan
4485437,2021-12-07T00:00:00.000,17:08,Following Too Closely,Unspecified,0,0,Unspecified
4485408,2021-12-05T00:00:00.000,8:20,Unspecified,Unspecified,0,0,Sedan
4484852,2021-12-08T00:00:00.000,19:30,Following Too Closely,Reaction to Uninvolved Vehicle,1,0,Station Wagon/Sport Utility Vehicle
4485542,2021-12-08T00:00:00.000,12:00,Passing or Lane Usage Improper,Unspecified,1,0,Box Truck
4485170,2021-12-10T00:00:00.000,8:06,Unsafe Lane Changing,Unspecified,0,0,Garbage or Refuse
4485523,2021-12-08T00:00:00.000,19:30,Unsafe Speed,Unspecified,4,0,Taxi
4484906,2021-12-08T00:00:00.000,22:37,Pavement Slippery,Unspecified,0,0,Sedan
4485036,2021-12-08T00:00:00.000,17:56,Unspecified,Unspecified,0,0,Sedan
4485772,2021-12-07T00:00:00.000,7:50,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4485565,2021-12-08T00:00:00.000,0:44,View Obstructed/Limited,Unspecified,0,0,Sedan
4484836,2021-12-08T00:00:00.000,15:00,Passing Too Closely,Unspecified,0,0,Sedan
4485340,2021-12-10T00:00:00.000,11:00,Oversized Vehicle,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4485706,2021-12-10T00:00:00.000,1:10,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4485384,2021-12-09T00:00:00.000,0:00,Unspecified,Unspecified,1,0,Sedan
4484799,2021-12-08T00:00:00.000,18:36,Passing or Lane Usage Improper,Unspecified,0,0,Sedan
4485077,2021-12-09T00:00:00.000,20:30,Illnes,Unspecified,0,0,Sedan
4485090,2021-12-09T00:00:00.000,10:13,Traffic Control Disregarded,Traffic Control Disregarded,2,0,Sedan
4513697,2022-03-26T00:00:00.000,14:00,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4513935,2022-03-26T00:00:00.000,1:02,Traffic Control Disregarded,Unspecified,1,0,Sedan
4513794,2022-03-26T00:00:00.000,16:02,Lost Consciousness,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4514267,2022-03-26T00:00:00.000,16:05,Following Too Closely,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4514237,2022-03-21T00:00:00.000,12:05,Following Too Closely,Unspecified,1,0,Motorcycle
4513470,2022-03-26T00:00:00.000,5:13,Failure to Yield Right-of-Way,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513751,2022-03-26T00:00:00.000,17:42,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4514075,2022-03-26T00:00:00.000,12:18,Failure to Yield Right-of-Way,Unspecified,2,0,Station Wagon/Sport Utility Vehicle
4513857,2022-03-26T00:00:00.000,20:10,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514202,2022-03-26T00:00:00.000,15:45,Alcohol Involvement,Unspecified,2,0,Station Wagon/Sport Utility Vehicle
4514347,2022-03-26T00:00:00.000,17:55,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4513495,2022-03-26T00:00:00.000,0:50,Unsafe Speed,Unspecified,0,0,Sedan
4513874,2022-03-26T00:00:00.000,14:05,Unsafe Speed,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4514263,2022-03-26T00:00:00.000,9:30,Unspecified,Unspecified,0,0,Sedan
4514323,2022-03-10T00:00:00.000,8:30,Other Vehicular,Following Too Closely,4,0,Station Wagon/Sport Utility Vehicle
4514182,2022-03-24T00:00:00.000,23:00,Unspecified,Unspecified,1,0,Sedan
4513515,2022-03-26T00:00:00.000,7:36,Brakes Defective,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513663,2022-03-26T00:00:00.000,11:50,Failure to Yield Right-of-Way,Unspecified,2,0,Station Wagon/Sport Utility Vehicle
4513953,2022-03-26T00:00:00.000,17:42,Passing Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513985,2022-03-26T00:00:00.000,1:45,Driver Inattention/Distraction,Driver Inattention/Distraction,0,0,Sedan
4514084,2022-03-26T00:00:00.000,17:00,Passing or Lane Usage Improper,Unspecified,0,0,Sedan
4514144,2022-02-25T00:00:00.000,11:48,Following Too Closely,Following Too Closely,0,0,E-Scooter
4513606,2022-03-26T00:00:00.000,22:51,Failure to Yield Right-of-Way,Unspecified,1,0,Sedan
4513564,2022-03-26T00:00:00.000,8:21,Driver Inattention/Distraction,Unspecified,0,0,Box Truck
4514412,2022-03-17T00:00:00.000,8:00,Traffic Control Disregarded,Unspecified,1,0,Sedan
4513587,2022-03-26T00:00:00.000,10:30,Backing Unsafely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4487185,2021-12-16T00:00:00.000,9:23,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513565,2022-03-26T00:00:00.000,13:48,Unspecified,Unspecified,1,0,Unspecified
4514286,2022-03-25T00:00:00.000,9:56,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513637,2022-03-26T00:00:00.000,23:45,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4513528,2022-03-26T00:00:00.000,1:26,Unsafe Speed,Unspecified,0,0,UTILITY
4514139,2022-03-22T00:00:00.000,9:07,Aggressive Driving/Road Rage,Unspecified,1,0,Sedan
4513833,2022-03-26T00:00:00.000,16:00,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4513887,2022-03-26T00:00:00.000,23:17,Following Too Closely,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4514160,2022-03-23T00:00:00.000,9:00,Traffic Control Disregarded,Unspecified,1,0,Sedan
4514002,2022-03-26T00:00:00.000,5:00,Following Too Closely,Unspecified,0,0,Sedan
4514152,2022-03-25T00:00:00.000,6:15,Traffic Control Disregarded,Unspecified,1,0,Sedan
4513626,2022-03-26T00:00:00.000,21:50,Driver Inattention/Distraction,Driver Inattention/Distraction,1,0,Taxi
4513774,2022-03-26T00:00:00.000,21:25,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514376,2022-03-25T00:00:00.000,18:13,Unspecified,Unspecified,2,0,Sedan
4513982,2022-03-26T00:00:00.000,20:10,Unspecified,Unspecified,1,0,Sedan
4514220,2022-03-25T00:00:00.000,12:55,Passing Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514413,2022-03-23T00:00:00.000,11:00,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513664,2022-03-26T00:00:00.000,3:05,Unspecified,Unspecified,1,0,Sedan
4513725,2022-03-26T00:00:00.000,4:34,Unspecified,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4514298,2022-03-26T00:00:00.000,19:56,Unspecified,Unspecified,0,0,Sedan
4513573,2022-03-26T00:00:00.000,12:40,Unspecified,Unspecified,0,0,Sedan
4514201,2022-03-26T00:00:00.000,1:58,Turning Improperly,Unspecified,0,0,Sedan
4514030,2022-03-26T00:00:00.000,19:56,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514125,2022-03-26T00:00:00.000,0:30,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514194,2022-03-16T00:00:00.000,15:44,Unspecified,Unspecified,1,0,Bike
4514278,2022-03-26T00:00:00.000,20:05,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4513803,2022-03-26T00:00:00.000,17:54,Passing Too Closely,Unspecified,4,0,Sedan
4514241,2022-03-25T00:00:00.000,17:55,Traffic Control Disregarded,Unspecified,0,0,Sedan
4487210,2021-12-12T00:00:00.000,9:09,Unspecified,Unspecified,0,1,Taxi
4407811,2021-04-13T00:00:00.000,16:00,Following Too Closely,Unspecified,0,0,Sedan
4456746,2021-08-05T00:00:00.000,18:17,Glare,Unspecified,0,0,Sedan
4513878,2022-03-26T00:00:00.000,16:35,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513735,2022-03-26T00:00:00.000,19:50,Passenger Distraction,Unspecified,1,0,E-Bike
4513958,2022-03-26T00:00:00.000,13:19,Failure to Yield Right-of-Way,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514367,2022-03-25T00:00:00.000,8:45,Unspecified,Unspecified,2,0,Sedan
4513681,2022-03-26T00:00:00.000,10:10,Passing or Lane Usage Improper,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514212,2022-03-26T00:00:00.000,11:45,Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,1,0,Station Wagon/Sport Utility Vehicle
4514420,2022-03-25T00:00:00.000,14:35,Failure to Yield Right-of-Way,Unspecified,1,0,Sedan
4513923,2022-03-26T00:00:00.000,14:30,Backing Unsafely,Unspecified,0,0,Sedan
4513752,2022-03-26T00:00:00.000,19:00,Backing Unsafely,Unspecified,0,0,Sedan
4513924,2022-03-26T00:00:00.000,2:05,Driver Inattention/Distraction,Unspecified,0,0,Taxi
4513860,2022-03-26T00:00:00.000,16:40,Passing or Lane Usage Improper,Unspecified,2,0,Station Wagon/Sport Utility Vehicle
4514251,2022-03-24T00:00:00.000,18:05,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4513478,2022-03-26T00:00:00.000,3:35,Reaction to Uninvolved Vehicle,Unspecified,1,0,Sedan
4514302,2022-03-20T00:00:00.000,10:34,Backing Unsafely,Unspecified,1,0,Sedan
4513708,2022-03-26T00:00:00.000,14:54,Passing or Lane Usage Improper,Unspecified,0,0,Sedan
4514189,2022-03-25T00:00:00.000,6:35,Following Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514419,2022-03-25T00:00:00.000,14:00,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514234,2022-03-21T00:00:00.000,19:13,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4513496,2022-03-26T00:00:00.000,5:02,Fell Asleep,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514266,2022-03-25T00:00:00.000,9:45,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513680,2022-03-26T00:00:00.000,22:54,Failure to Yield Right-of-Way,Unspecified,0,0,Taxi
4513861,2022-03-26T00:00:00.000,21:00,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4514326,2022-03-26T00:00:00.000,17:29,Driver Inattention/Distraction,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4513739,2022-03-26T00:00:00.000,2:10,Failure to Yield Right-of-Way,Unspecified,1,0,Bike
4514180,2022-03-25T00:00:00.000,0:00,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514209,2022-03-26T00:00:00.000,4:00,Unsafe Speed,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513795,2022-03-26T00:00:00.000,4:34,Unsafe Speed,Unspecified,0,0,Sedan
4514297,2022-03-09T00:00:00.000,11:56,Failure to Yield Right-of-Way,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4513572,2022-03-26T00:00:00.000,14:41,Passing or Lane Usage Improper,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513591,2022-03-26T00:00:00.000,18:00,Unspecified,Unspecified,0,0,Sedan
4514011,2022-03-26T00:00:00.000,13:30,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4513701,2022-03-26T00:00:00.000,13:20,Traffic Control Disregarded,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4514155,2022-03-25T00:00:00.000,21:35,Following Too Closely,Unspecified,0,0,Taxi
4514334,2022-03-23T00:00:00.000,21:00,Unspecified,Unspecified,0,0,Sedan
4513548,2022-03-26T00:00:00.000,12:00,Unspecified,Unspecified,0,0,Sedan
4514046,2022-03-26T00:00:00.000,13:28,Following Too Closely,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4513581,2022-03-26T00:00:00.000,19:12,Unsafe Speed,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513772,2022-03-26T00:00:00.000,21:29,Unsafe Speed,Unspecified,1,0,Bike
4514221,2022-03-25T00:00:00.000,13:21,Driver Inattention/Distraction,Driver Inattention/Distraction,1,0,Sedan
4514277,2022-03-22T00:00:00.000,8:20,Turning Improperly,Unspecified,1,0,Sedan
4514166,2022-03-26T00:00:00.000,22:30,Passing or Lane Usage Improper,Unspecified,0,0,Sedan
4513691,2022-03-26T00:00:00.000,11:20,Alcohol Involvement,Driver Inattention/Distraction,1,0,Sedan
4513782,2022-03-26T00:00:00.000,18:17,Passing or Lane Usage Improper,Unspecified,0,0,Sedan
4514390,2022-03-14T00:00:00.000,10:30,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4514215,2022-03-26T00:00:00.000,1:30,Driver Inattention/Distraction,Unspecified,0,0,Pick-up Truck
4513994,2022-03-26T00:00:00.000,3:23,Following Too Closely,Unspecified,1,0,Box Truck
4513503,2022-03-26T00:00:00.000,1:45,Driver Inattention/Distraction,Unspecified,0,0,Taxi
4514151,2022-03-05T00:00:00.000,14:52,Unspecified,Unspecified,0,0,Sedan
4513655,2022-03-26T00:00:00.000,20:27,Passing or Lane Usage Improper,Unspecified,0,0,Sedan
4514070,2022-03-26T00:00:00.000,18:19,Unspecified,Unspecified,0,0,Sedan
4513952,2022-03-26T00:00:00.000,23:00,Alcohol Involvement,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4513827,2022-03-26T00:00:00.000,18:00,Unsafe Speed,Unspecified,0,0,Sedan
4514285,2022-03-23T00:00:00.000,20:40,Unsafe Speed,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4521782,2022-04-24T00:00:00.000,11:45,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4457012,2021-09-11T00:00:00.000,12:01,Passing or Lane Usage Improper,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4457022,2021-09-10T00:00:00.000,11:00,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456987,2021-09-11T00:00:00.000,20:15,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456970,2021-09-09T00:00:00.000,8:15,Backing Unsafely,Unspecified,0,0,Unspecified
4485574,2021-12-10T00:00:00.000,23:07,Unspecified,Unspecified,0,0,Sedan
4485894,2021-12-10T00:00:00.000,21:50,Other Vehicular,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4485637,2021-11-27T00:00:00.000,5:40,Unspecified,Unspecified,0,0,Sedan
4484930,2021-12-09T00:00:00.000,5:15,Traffic Control Disregarded,Traffic Control Disregarded,1,0,Sedan
4484996,2021-12-08T00:00:00.000,12:58,Unspecified,Unspecified,0,0,Convertible
4484861,2021-12-08T00:00:00.000,17:50,Following Too Closely,Unspecified,0,0,Tractor Truck Diesel
4485177,2021-12-10T00:00:00.000,4:30,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4485316,2021-12-10T00:00:00.000,21:22,Failure to Yield Right-of-Way,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4485668,2021-12-10T00:00:00.000,8:30,Unsafe Lane Changing,Unspecified,0,0,Ambulance
4485385,2021-12-10T00:00:00.000,12:15,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4484892,2021-12-08T00:00:00.000,14:38,Passing Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4485246,2021-12-03T00:00:00.000,13:40,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4485893,2021-12-10T00:00:00.000,8:50,Other Vehicular,Other Vehicular,1,0,Station Wagon/Sport Utility Vehicle
4485586,2021-12-09T00:00:00.000,19:45,Unspecified,Unspecified,0,0,Sedan
4485696,2021-12-10T00:00:00.000,16:07,Unspecified,Unspecified,0,0,Sedan
4485123,2021-12-08T00:00:00.000,6:37,Following Too Closely,Unspecified,0,0,Sedan
4485914,2021-12-10T00:00:00.000,21:20,Unsafe Speed,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4485304,2021-12-10T00:00:00.000,23:16,Failure to Yield Right-of-Way,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4485055,2021-12-09T00:00:00.000,17:21,Driver Inattention/Distraction,Unspecified,2,0,Taxi
4485539,2021-12-09T00:00:00.000,7:30,Unspecified,Unspecified,0,0,Sedan
4485241,2021-11-24T00:00:00.000,23:58,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,1,0,Unspecified
4485153,2021-12-09T00:00:00.000,17:00,Following Too Closely,Unspecified,1,0,Taxi
4484897,2021-12-08T00:00:00.000,8:15,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456035,2021-09-11T00:00:00.000,2:20,Alcohol Involvement,Unspecified,1,0,Pick-up Truck
4456704,2021-07-09T00:00:00.000,12:00,Passing Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456122,2021-09-11T00:00:00.000,15:25,Unspecified,Unspecified,0,0,Sedan
4456919,2021-09-10T00:00:00.000,14:50,Unspecified,Unspecified,0,0,Box Truck
4456686,2021-07-01T00:00:00.000,17:45,Passing or Lane Usage Improper,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456588,2021-07-07T00:00:00.000,13:45,Driver Inexperience,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456879,2021-09-11T00:00:00.000,12:00,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456573,2021-07-07T00:00:00.000,17:30,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4455749,2021-09-11T00:00:00.000,2:55,Alcohol Involvement,Unspecified,0,0,Sedan
4456087,2021-09-11T00:00:00.000,17:15,Unspecified,Unspecified,1,0,Sedan
4456941,2021-09-03T00:00:00.000,17:14,Passing Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456691,2021-07-08T00:00:00.000,12:30,Following Too Closely,Unspecified,0,0,Taxi
4456765,2021-08-23T00:00:00.000,11:50,Driver Inattention/Distraction,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4456435,2021-09-11T00:00:00.000,21:34,Turning Improperly,Unspecified,0,0,Sedan
4456181,2021-09-11T00:00:00.000,11:30,Passing or Lane Usage Improper,Unspecified,0,0,Sedan
4456550,2021-09-06T00:00:00.000,10:34,Reaction to Uninvolved Vehicle,Unspecified,1,0,Sedan
4456615,2021-07-08T00:00:00.000,15:56,Other Vehicular,Following Too Closely,1,0,Sedan
4456647,2021-07-07T00:00:00.000,23:06,Passing Too Closely,Unspecified,0,0,Sedan
4455820,2021-09-11T00:00:00.000,6:51,Backing Unsafely,Unspecified,0,0,Sedan
4456845,2021-09-07T00:00:00.000,12:30,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4456191,2021-09-11T00:00:00.000,4:10,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456586,2021-07-08T00:00:00.000,9:25,Turning Improperly,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456718,2021-09-11T00:00:00.000,6:40,Passing Too Closely,Unspecified,0,0,Sedan
4456821,2021-09-11T00:00:00.000,17:35,Unspecified,Unspecified,0,0,Sedan
4456608,2021-07-08T00:00:00.000,17:17,Lost Consciousness,Unspecified,1,0,Sedan
4456531,2021-09-10T00:00:00.000,3:00,Unsafe Speed,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4455832,2021-09-11T00:00:00.000,5:59,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456735,2021-09-09T00:00:00.000,11:39,Passing or Lane Usage Improper,Unspecified,1,0,Sedan
